City,Region,Category,Sub_Category,Product_Name,Unnamed:_5,Unnamed:_6,Unnamed:_7,Unnamed:_8,Date,On_Hand,On_Order,Lead_Time_Days,Reorder_Level,Stockout_Flag
Los Angeles,West,Office Supplies,Paper,Xerox 1933,,,,,2016-11-10,43,53,13,77,1
Los Angeles,West,Office Supplies,Storage,Standard Rollaway File with Lock,,,,,2016-11-10,4,20,13,34,1
Los Angeles,West,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,,,,,2016-11-10,75,19,5,87,1
Los Angeles,West,Office Supplies,Art,Newell 338,,,,,2016-11-10,142,86,14,36,0
Chicago,Central,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,,,,,2014-03-31,159,69,9,30,0
Chicago,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,,,,,2014-03-31,189,48,4,38,0
Des Moines,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",,,,,2015-09-18,53,52,4,58,1
Philadelphia,East,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",,,,,2015-11-07,31,14,10,68,1
Atlanta,South,Office Supplies,Paper,Tops White Computer Printout Paper,,,,,2017-05-19,116,59,2,83,0
Dallas,Central,Technology,Accessories,Enermax Acrylux Wireless Keyboard,,,,,2015-01-03,87,12,7,61,0
Dallas,Central,Office Supplies,Art,Newell 317,,,,,2015-01-03,128,37,14,75,0
Dallas,Central,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,,,,,2015-01-03,109,76,8,65,0
Moreno Valley,West,Office Supplies,Paper,Xerox 1928,,,,,2015-09-08,101,63,4,58,0
Moreno Valley,West,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,,,,,2015-09-08,31,26,8,55,1
Philadelphia,East,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",,,,,2016-04-03,96,9,4,29,0
Georgetown,South,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),,,,,2016-12-05,15,12,5,35,1
Georgetown,South,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,,,,,2016-12-05,162,18,4,77,0
Minneapolis,Central,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,,,,,2015-05-08,107,43,5,33,0
Minneapolis,Central,Technology,Phones,VTech DS6151,,,,,2015-05-08,177,85,12,79,0
Minneapolis,Central,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",,,,,2015-05-08,20,61,9,84,1
Wilmington,East,Technology,Phones,GE 30524EE4,,,,,2017-09-22,198,53,14,87,0
Burlington,South,Technology,Accessories,Logitech Wireless Gaming Headset G930,,,,,2017-11-30,188,86,6,54,0
Burlington,South,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,,,,,2017-11-30,40,46,14,98,1
Los Angeles,West,Office Supplies,Art,Newell 347,,,,,2017-01-15,16,15,10,79,1
Trenton,Central,Technology,Copiers,Sharp 1540cs Digital Laser Copier,,,,,2014-08-08,169,17,9,67,0
Trenton,Central,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",,,,,2014-08-08,84,67,6,25,0
Trenton,Central,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,,,,,2014-08-08,38,51,12,99,1
Trenton,Central,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,,,,,2014-08-08,175,62,2,59,0
Trenton,Central,Technology,Phones,Motorola Droid Maxx,,,,,2014-08-08,152,35,11,30,0
San Francisco,West,Office Supplies,Storage,Hanging Personal Folder File,,,,,2015-11-05,6,7,10,23,1
Los Angeles,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",,,,,2017-04-25,89,43,11,56,0
Houston,Central,Furniture,Tables,Bush Advantage Collection Round Conference Table,,,,,2014-04-20,56,38,13,73,1
Houston,Central,Office Supplies,Storage,"Personal Folder Holder, Ebony",,,,,2014-04-20,22,95,10,88,1
Houston,Central,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,,,,,2014-04-20,19,77,6,82,1
Milwaukee,Central,Office Supplies,Binders,Prestige Round Ring Binders,,,,,2017-11-11,13,62,7,23,1
San Francisco,West,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",,,,,2017-11-25,54,94,4,74,1
San Francisco,West,Office Supplies,Storage,Sterilite Officeware Hinged File Box,,,,,2017-11-25,122,59,10,26,0
Cleveland,East,Office Supplies,Paper,Xerox 226,,,,,2015-12-18,195,14,9,87,0
Monroe,South,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,,,,,2016-09-08,138,4,8,72,0
Monroe,South,Office Supplies,Paper,Petty Cash Envelope,,,,,2016-09-08,113,29,3,80,0
Lowell,East,Office Supplies,Paper,Xerox 1935,,,,,2016-06-06,199,18,6,78,0
Dallas,Central,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",,,,,2015-06-19,160,84,5,24,0
Philadelphia,East,Technology,Phones,Samsung Convoy 3,,,,,2015-03-05,74,95,3,23,0
Philadelphia,East,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,,,,,2015-03-05,180,67,3,64,0
Philadelphia,East,Office Supplies,Binders,Avery Round Ring Poly Binders,,,,,2015-03-05,176,75,13,39,0
Loveland,West,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),,,,,2017-08-04,177,93,12,97,0
Loveland,West,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",,,,,2017-08-04,178,68,6,50,0
Loveland,West,Office Supplies,Fasteners,Bagged Rubber Bands,,,,,2017-12-30,88,5,2,71,0
Woonsocket,East,Office Supplies,Storage,Advantus Rolling Storage Box,,,,,2015-05-23,197,43,12,79,0
Chicago,Central,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,,,,,2014-12-06,109,50,14,67,0
Chicago,Central,Furniture,Tables,KI Adjustable-Height Table,,,,,2014-12-06,158,66,6,51,0
Chicago,Central,Technology,Phones,Shocksock Galaxy S4 Armband,,,,,2014-12-06,183,62,8,57,0
Chicago,Central,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,,,,,2014-12-06,159,43,14,37,0
Chicago,Central,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,,,,,2014-12-06,62,26,14,37,0
Chicago,Central,Office Supplies,Storage,Rogers Deluxe File Chest,,,,,2014-12-06,1,48,9,59,1
Bakersfield,West,Office Supplies,Binders,Cardinal Hold-It CD Pocket,,,,,2015-08-07,149,11,4,55,0
Dallas,Central,Office Supplies,Art,Newell 333,,,,,2014-03-17,65,21,14,89,1
Dallas,Central,Office Supplies,Paper,Xerox 1966,,,,,2014-03-17,188,11,2,75,0
Dallas,Central,Office Supplies,Paper,Xerox 1967,,,,,2014-03-17,123,48,3,41,0
Philadelphia,East,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,,,,,2015-03-26,56,86,5,48,0
Philadelphia,East,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",,,,,2015-03-26,163,13,13,83,0
Deltona,South,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",,,,,2014-12-14,150,9,10,45,0
Columbus,South,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,,,,,2015-09-19,37,26,7,91,1
Nashville,South,Office Supplies,Art,Newell 312,,,,,2017-04-25,46,31,3,80,1
Nashville,South,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,,,,,2017-04-25,64,38,6,86,1
Philadelphia,East,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",,,,,2014-10-18,70,96,11,21,0
Philadelphia,East,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",,,,,2014-10-18,23,88,9,24,1
Philadelphia,East,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",,,,,2014-10-18,4,16,10,63,1
Chicago,Central,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",,,,,2015-11-13,131,15,7,51,0
Dallas,Central,Office Supplies,Paper,Xerox 1994,,,,,2016-01-31,120,56,5,35,0
Carlsbad,West,Office Supplies,Binders,Avery Non-Stick Binders,,,,,2016-11-17,48,41,6,69,1
Philadelphia,East,Office Supplies,Labels,Avery 491,,,,,2017-07-25,79,11,3,40,0
New York City,East,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,,,,,2017-11-11,107,81,13,44,0
Oceanside,East,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",,,,,2015-09-26,156,40,5,28,0
Oceanside,East,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,,,,,2015-09-26,1,23,3,73,1
Oceanside,East,Office Supplies,Binders,GBC Imprintable Covers,,,,,2015-09-26,97,45,9,77,0
Lafayette,South,Office Supplies,Storage,Safco Commercial Shelving,,,,,2014-04-04,102,60,13,32,0
Lafayette,South,Technology,Accessories,Logitech Wireless Marathon Mouse M705,,,,,2014-04-04,152,65,3,70,0
Lafayette,South,Office Supplies,Paper,Xerox 209,,,,,2014-04-04,47,94,12,75,1
Lafayette,South,Office Supplies,Paper,Xerox 1966,,,,,2014-04-04,89,97,9,84,0
New York City,East,Furniture,Tables,KI Adjustable-Height Table,,,,,2014-09-14,169,25,14,36,0
New York City,East,Office Supplies,Envelopes,Staple envelope,,,,,2014-09-14,166,24,4,99,0
New York City,East,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,,,,,2014-09-14,148,86,7,91,0
New York City,East,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,,,,,2014-09-14,134,60,14,81,0
New York City,East,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,,,,,2014-09-14,47,47,7,88,1
New York City,East,Technology,Phones,Vtech CS6719,,,,,2014-09-14,9,82,11,67,1
New York City,East,Office Supplies,Paper,Xerox 198,,,,,2014-09-14,148,70,3,87,0
Anaheim,West,Furniture,Furnishings,Nu-Dell Executive Frame,,,,,2017-12-29,184,68,5,95,0
Deltona,South,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,,,,,2015-06-21,105,30,2,88,0
New York City,East,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,,,,,2017-11-26,24,33,11,67,1
New York City,East,Office Supplies,Binders,Binding Machine Supplies,,,,,2017-11-26,57,95,5,87,1
Seattle,West,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,,,,,2016-10-23,48,47,2,58,1
San Diego,West,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,,,,,2015-12-14,102,50,6,22,0
Oklahoma City,Central,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",,,,,2016-11-13,182,61,9,21,0
Mount Vernon,East,Office Supplies,Envelopes,Staple envelope,,,,,2017-09-29,8,99,9,56,1
Mount Vernon,East,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",,,,,2017-09-29,70,63,6,64,0
San Francisco,West,Technology,Accessories,Microsoft Arc Touch Mouse,,,,,2015-11-08,91,92,3,35,0
New York City,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",,,,,2016-04-01,40,41,8,24,0
New York City,East,Office Supplies,Supplies,Staple remover,,,,,2016-04-01,173,28,4,80,0
New York City,East,Office Supplies,Binders,Avery Non-Stick Binders,,,,,2016-04-01,8,78,5,73,1
Los Angeles,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",,,,,2017-02-02,29,88,4,60,1
Los Angeles,West,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",,,,,2017-02-02,156,69,6,39,0
Los Angeles,West,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,,,,,2017-02-02,107,49,7,62,0
Chandler,West,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,,,,,2017-12-24,122,71,10,76,0
Chandler,West,Furniture,Chairs,Global Leather Executive Chair,,,,,2017-12-24,98,9,12,50,0
Long Beach,East,Technology,Phones,Polycom SoundStation2 EX Conference phone,,,,,2014-06-21,93,33,12,89,0
San Francisco,West,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",,,,,2017-03-06,129,22,3,76,0
Helena,West,Office Supplies,Storage,Iris Project Case,,,,,2017-09-25,117,14,9,72,0
New York City,East,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,,,,,2014-06-30,76,61,13,75,0
New York City,East,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",,,,,2014-06-30,179,66,10,41,0
Kirkwood,Central,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",,,,,2015-08-07,170,52,14,60,0
Kirkwood,Central,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",,,,,2015-08-07,146,74,12,73,0
Chicago,Central,Technology,Phones,Samsung Galaxy S4,,,,,2017-06-30,44,50,10,33,0
Chicago,Central,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,,,,,2017-06-30,42,41,12,57,1
Chicago,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",,,,,2017-06-30,133,10,12,65,0
Peoria,West,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,,,,,2015-10-26,149,77,14,40,0
Peoria,West,Technology,Phones,Plantronics MX500i Earset,,,,,2015-10-26,0,73,14,51,1
Seattle,West,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",,,,,2014-07-30,147,4,4,57,0
Taylor,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair,,,,,2016-11-18,104,50,3,48,0
Pasadena,West,Furniture,Chairs,Novimex Turbo Task Chair,,,,,2015-07-06,6,81,14,87,1
Midland,Central,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",,,,,2014-11-10,51,58,4,44,0
Midland,Central,Office Supplies,Paper,Xerox 199,,,,,2014-11-10,122,56,10,71,0
Midland,Central,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),,,,,2014-11-10,34,74,12,75,1
Midland,Central,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,,,,,2014-11-10,40,38,11,56,1
Midland,Central,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,,,,,2014-11-10,88,64,2,60,0
Midland,Central,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",,,,,2014-11-10,114,11,11,64,0
Detroit,Central,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,,,,,2016-05-27,76,2,10,91,1
Detroit,Central,Office Supplies,Paper,Xerox 1910,,,,,2016-05-27,165,53,11,72,0
Detroit,Central,Office Supplies,Paper,Xerox 1915,,,,,2016-05-27,29,57,10,84,1
Pueblo,West,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",,,,,2015-03-08,105,24,7,59,0
Waco,Central,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",,,,,2017-10-19,129,42,8,66,0
Waco,Central,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,,,,,2017-10-19,144,59,4,22,0
San Francisco,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,,,,,2016-11-05,120,68,2,34,0
New York City,East,Office Supplies,Binders,Round Ring Binders,,,,,2016-12-26,140,95,7,30,0
Los Angeles,West,Furniture,Furnishings,Flat Face Poster Frame,,,,,2015-04-13,175,98,9,51,0
Los Angeles,West,Technology,Phones,Aastra 57i VoIP phone,,,,,2015-04-13,37,73,10,63,1
Los Angeles,West,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,,,,,2015-04-13,184,61,9,44,0
Woonsocket,East,Office Supplies,Paper,Xerox 209,,,,,2017-09-12,2,79,3,90,1
Woonsocket,East,Office Supplies,Binders,Aluminum Screw Posts,,,,,2017-09-12,57,60,13,39,0
Columbus,South,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,,,,,2017-09-24,74,2,8,78,1
Columbus,South,Office Supplies,Binders,Avery Durable Poly Binders,,,,,2017-09-24,41,43,9,84,1
Jacksonville,South,Office Supplies,Storage,Tennsco Single-Tier Lockers,,,,,2015-10-10,149,60,7,39,0
Philadelphia,East,Technology,Phones,LG Exalt,,,,,2015-11-27,180,28,4,59,0
Columbus,Central,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,,,,,2015-09-13,11,40,5,20,1
Columbus,Central,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,,,,,2015-09-13,124,6,2,38,0
Pasadena,Central,Technology,Accessories,V7 USB Numeric Keypad,,,,,2017-11-14,27,35,8,68,1
Pasadena,Central,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",,,,,2017-11-14,5,35,11,68,1
San Francisco,West,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",,,,,2017-05-05,141,30,9,69,0
Columbia,South,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,,,,,2014-11-28,155,12,13,51,0
Columbia,South,Office Supplies,Paper,Xerox 1933,,,,,2014-11-28,43,26,8,38,0
Columbia,South,Office Supplies,Art,Crayola Colored Pencils,,,,,2014-11-28,15,71,4,55,1
Columbia,South,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",,,,,2014-11-28,110,99,10,49,0
Kent,West,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",,,,,2014-05-10,138,87,3,58,0
Kent,West,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",,,,,2014-05-10,38,50,3,85,1
Round Rock,Central,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,,,,,2016-03-03,36,23,2,82,1
Round Rock,Central,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",,,,,2016-03-03,196,17,13,33,0
Round Rock,Central,Technology,Phones,Polycom VVX 310 VoIP phone,,,,,2016-03-03,76,85,2,78,1
Round Rock,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",,,,,2016-03-03,143,88,13,78,0
Oakland,West,Furniture,Furnishings,Tensor Computer Mounted Lamp,,,,,2015-08-15,165,74,10,33,0
Oakland,West,Office Supplies,Storage,Mobile Personal File Cube,,,,,2015-08-15,151,44,3,36,0
Auburn,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",,,,,2015-09-12,98,90,2,41,0
Auburn,East,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",,,,,2015-09-12,141,71,10,75,0
Auburn,East,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",,,,,2015-09-12,166,33,3,48,0
Auburn,East,Office Supplies,Labels,Avery 489,,,,,2015-09-12,40,42,8,41,1
Auburn,East,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),,,,,2015-09-12,132,22,2,62,0
Auburn,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",,,,,2015-09-12,12,30,5,50,1
Newark,East,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",,,,,2015-01-12,105,6,9,78,0
New York City,East,Office Supplies,Storage,Portable Personal File Box,,,,,2015-05-12,22,48,6,67,1
Redlands,West,Office Supplies,Storage,Advantus Rolling Storage Box,,,,,2016-09-26,100,42,6,34,0
Redlands,West,Office Supplies,Labels,Avery 494,,,,,2016-09-26,53,72,3,29,0
Redlands,West,Office Supplies,Art,SANFORD Major Accent Highlighters,,,,,2016-09-26,58,2,14,34,0
Redlands,West,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),,,,,2016-09-26,98,81,12,49,0
Roseville,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",,,,,2017-09-09,131,59,3,46,0
Los Angeles,West,Office Supplies,Paper,Xerox 1883,,,,,2017-04-15,102,90,8,42,0
New York City,East,Office Supplies,Art,Prang Dustless Chalk Sticks,,,,,2017-06-10,6,9,12,65,1
Detroit,Central,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,,,,,2017-09-01,86,36,10,48,0
Detroit,Central,Furniture,Bookcases,"Hon Metal Bookcases, Gray",,,,,2014-06-14,82,70,3,78,0
Springfield,Central,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,,,,,2017-05-18,27,42,10,93,1
Springfield,Central,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,,,,,2017-05-18,110,29,6,38,0
Springfield,Central,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",,,,,2017-05-18,165,12,9,80,0
Los Angeles,West,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",,,,,2017-09-12,133,51,9,31,0
New York City,East,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,,,,,2016-06-21,74,3,7,69,0
New York City,East,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",,,,,2016-06-21,119,85,10,91,0
New York City,East,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,,,,,2016-06-21,17,94,8,71,1
San Francisco,West,Office Supplies,Paper,Xerox 1893,,,,,2014-11-26,193,97,14,88,0
Fresno,West,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,,,,,2017-03-19,142,51,14,82,0
Fresno,West,Furniture,Tables,Chromcraft Round Conference Tables,,,,,2017-03-19,1,77,12,68,1
Fresno,West,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",,,,,2017-03-19,138,46,11,55,0
Fresno,West,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",,,,,2017-03-19,99,74,4,62,0
Texarkana,South,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,,,,,2014-10-18,134,66,9,47,0
San Francisco,West,Furniture,Tables,Hon Racetrack Conference Tables,,,,,2017-08-22,162,21,11,86,0
Indianapolis,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,,,,,2016-11-19,193,9,9,46,0
Columbia,East,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",,,,,2014-09-20,134,28,5,28,0
Columbia,East,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,,,,,2014-09-20,169,25,3,39,0
Columbia,East,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,,,,,2014-09-20,28,29,7,94,1
